fold,panel_size,target,feature
0,20,loh,ID3 (3399)_damaging
0,20,loh,CTCF (10664)_damaging
0,20,loh,NF2 (4771)_damaging
0,20,loh,ARID1A (8289)_damaging
0,20,loh,SMAD4 (4089)_damaging
0,20,loh,RPL22 (6146)_damaging
0,20,loh,CREBBP (1387)_damaging
0,20,loh,TTN (7273)_damaging
0,20,loh,SPATA31H1 (84226)_damaging
0,20,loh,PITX1 (5307)_damaging
0,20,loh,MACF1 (23499)_damaging
0,20,loh,PDS5B (23047)_damaging
0,20,loh,NRAS (4893)_hotspot
0,20,loh,PTPRS (5802)_damaging
0,20,loh,CDC42BPA (8476)_damaging
0,20,loh,RB1 (5925)_hotspot
0,50,loh,TP53 (7157)_damaging
0,50,loh,TP53 (7157)_hotspot
0,50,loh,RB1 (5925)_damaging
0,50,loh,KRAS (3845)_hotspot
0,50,loh,ID3 (3399)_damaging
0,50,loh,CTCF (10664)_damaging
0,50,loh,NF2 (4771)_damaging
0,50,loh,ARID1A (8289)_damaging
0,50,loh,SMAD4 (4089)_damaging
0,50,loh,RPL22 (6146)_damaging
0,50,loh,CREBBP (1387)_damaging
0,50,loh,TTN (7273)_damaging
0,50,loh,SPATA31H1 (84226)_damaging
0,50,loh,PITX1 (5307)_damaging
0,50,loh,MACF1 (23499)_damaging
0,50,loh,PDS5B (23047)_damaging
0,50,loh,NRAS (4893)_hotspot
0,50,loh,PTPRS (5802)_damaging
0,50,loh,CDC42BPA (8476)_damaging
0,50,loh,RB1 (5925)_hotspot
0,50,loh,PPRC1 (23082)_damaging
0,50,loh,RAD50 (10111)_damaging
0,50,loh,GABBR1 (2550)_damaging
0,50,loh,SCAF4 (57466)_damaging
0,50,loh,PDCD11 (22984)_damaging
0,50,loh,BRSK1 (84446)_damaging
0,50,loh,ZAN (7455)_damaging
0,50,loh,HELZ2 (85441)_damaging
0,50,loh,ABCB5 (340273)_damaging
0,50,loh,CUBN (8029)_damaging
0,50,loh,ATR (545)_damaging
0,50,loh,TRPM6 (140803)_damaging
0,50,loh,MKI67 (4288)_damaging
0,50,loh,PCDH15 (65217)_damaging
0,50,loh,STK11 (6794)_damaging
0,50,loh,MUC19 (283463)_damaging
0,50,loh,CCNB3 (85417)_damaging
0,50,loh,PTPN23 (25930)_damaging
0,50,loh,CACNA1S (779)_damaging
0,50,loh,ASPM (259266)_damaging
0,50,loh,PKD1 (5310)_damaging
0,50,loh,USP9X (8239)_damaging
0,50,loh,AXDND1 (126859)_damaging
0,50,loh,BRAF (673)_hotspot
0,50,loh,USH2A (7399)_damaging
0,50,loh,CACNA1I (8911)_damaging
0,50,loh,KNOP1 (400506)_damaging
0,50,loh,KALRN (8997)_damaging
0,50,loh,ACVR2A (92)_damaging
0,50,loh,APC (324)_damaging
1,5,loh,TP53 (7157)_damaging
1,5,loh,TP53 (7157)_hotspot
1,5,loh,RB1 (5925)_damaging
1,5,loh,ID3 (3399)_damaging
1,5,loh,NF2 (4771)_damaging
1,10,loh,TP53 (7157)_damaging
1,10,loh,TP53 (7157)_hotspot
1,10,loh,RB1 (5925)_damaging
1,10,loh,ID3 (3399)_damaging
1,10,loh,NF2 (4771)_damaging
1,10,loh,NRAS (4893)_hotspot
1,10,loh,KRAS (3845)_hotspot
1,10,loh,PITX1 (5307)_damaging
1,10,loh,SMAD4 (4089)_damaging
1,10,loh,BRAF (673)_hotspot
1,20,loh,TP53 (7157)_damaging
1,20,loh,TP53 (7157)_hotspot
1,20,loh,RB1 (5925)_damaging
1,20,loh,ID3 (3399)_damaging
1,20,loh,NF2 (4771)_damaging
1,20,loh,NRAS (4893)_hotspot
1,20,loh,KRAS (3845)_hotspot
1,20,loh,PITX1 (5307)_damaging
1,20,loh,SMAD4 (4089)_damaging
1,20,loh,BRAF (673)_hotspot
1,20,loh,APC (324)_damaging
1,20,loh,TTN (7273)_damaging
1,20,loh,ARID1A (8289)_damaging
1,20,loh,CREBBP (1387)_damaging
1,20,loh,RAD50 (10111)_damaging
1,20,loh,PCDH15 (65217)_damaging
1,20,loh,PTEN (5728)_damaging
1,20,loh,RPL22 (6146)_damaging
1,20,loh,ERICH3 (127254)_damaging
1,20,loh,MUC19 (283463)_damaging
1,50,loh,TP53 (7157)_damaging
1,50,loh,TP53 (7157)_hotspot
1,50,loh,RB1 (5925)_damaging
1,50,loh,ID3 (3399)_damaging
1,50,loh,NF2 (4771)_damaging
1,50,loh,NRAS (4893)_hotspot
1,50,loh,KRAS (3845)_hotspot
1,50,loh,PITX1 (5307)_damaging
1,50,loh,SMAD4 (4089)_damaging
1,50,loh,BRAF (673)_hotspot
1,50,loh,APC (324)_damaging
1,50,loh,TTN (7273)_damaging
1,50,loh,ARID1A (8289)_damaging
1,50,loh,CREBBP (1387)_damaging
1,50,loh,RAD50 (10111)_damaging
1,50,loh,PCDH15 (65217)_damaging
1,50,loh,PTEN (5728)_damaging
1,50,loh,RPL22 (6146)_damaging
1,50,loh,ERICH3 (127254)_damaging
1,50,loh,MUC19 (283463)_damaging
1,50,loh,RB1 (5925)_hotspot
1,50,loh,SMARCA4 (6597)_damaging
1,50,loh,TYRO3 (7301)_damaging
1,50,loh,MSH3 (4437)_damaging
1,50,loh,BCOR (54880)_damaging
1,50,loh,SPAG8 (26206)_damaging
1,50,loh,GNA13 (10672)_damaging
1,50,loh,LINC02138 (400558)_damaging
1,50,loh,PDS5B (23047)_damaging
1,50,loh,DMXL1 (1657)_damaging
1,50,loh,DGKH (160851)_damaging
1,50,loh,RYR2 (6262)_damaging
1,50,loh,RHOA (387)_hotspot
1,50,loh,TERT (7015)_hotspot
1,50,loh,KDM6A (7403)_damaging
1,50,loh,NF1 (4763)_damaging
1,50,loh,MTOR (2475)_hotspot
1,50,loh,TET2 (54790)_damaging
1,50,loh,XIRP2 (129446)_damaging
1,50,loh,STK11 (6794)_damaging
1,50,loh,ASXL1 (171023)_damaging
1,50,loh,AJUBA (84962)_damaging
1,50,loh,STAG2 (10735)_damaging
1,50,loh,PTEN (5728)_hotspot
1,50,loh,CDKN2A (1029)_damaging
1,50,loh,CCND3 (896)_hotspot
1,50,loh,CDKN2A (1029)_hotspot
1,50,loh,KMT2D (8085)_damaging
1,50,loh,CACNA1E (777)_damaging
1,50,loh,CSMD3 (114788)_damaging
2,5,loh,TP53 (7157)_damaging
2,5,loh,TP53 (7157)_hotspot
2,5,loh,ID3 (3399)_damaging
2,5,loh,MUC19 (283463)_damaging
2,5,loh,NF2 (4771)_damaging
2,10,loh,TP53 (7157)_damaging
2,10,loh,TP53 (7157)_hotspot
2,10,loh,ID3 (3399)_damaging
2,10,loh,MUC19 (283463)_damaging
2,10,loh,NF2 (4771)_damaging
2,10,loh,RB1 (5925)_damaging
2,10,loh,KRAS (3845)_hotspot
2,10,loh,PITX1 (5307)_damaging
2,10,loh,KEAP1 (9817)_damaging
2,10,loh,TTN (7273)_damaging
2,20,loh,TP53 (7157)_damaging
2,20,loh,TP53 (7157)_hotspot
2,20,loh,ID3 (3399)_damaging
2,20,loh,MUC19 (283463)_damaging
2,20,loh,NF2 (4771)_damaging
2,20,loh,RB1 (5925)_damaging
2,20,loh,KRAS (3845)_hotspot
2,20,loh,PITX1 (5307)_damaging
2,20,loh,KEAP1 (9817)_damaging
2,20,loh,TTN (7273)_damaging
2,20,loh,STK11 (6794)_damaging
2,20,loh,TET2 (54790)_damaging
2,20,loh,ARID1A (8289)_damaging
2,20,loh,FAT1 (2195)_damaging
2,20,loh,SMAD4 (4089)_damaging
2,20,loh,RPL22 (6146)_damaging
2,20,loh,SMARCA4 (6597)_damaging
2,20,loh,IGFN1 (91156)_damaging
2,20,loh,MACF1 (23499)_damaging
2,20,loh,MKI67 (4288)_damaging
2,50,loh,TP53 (7157)_damaging
2,50,loh,TP53 (7157)_hotspot
2,50,loh,ID3 (3399)_damaging
2,50,loh,MUC19 (283463)_damaging
2,50,loh,NF2 (4771)_damaging
2,50,loh,RB1 (5925)_damaging
2,50,loh,KRAS (3845)_hotspot
2,50,loh,PITX1 (5307)_damaging
2,50,loh,KEAP1 (9817)_damaging
2,50,loh,TTN (7273)_damaging
2,50,loh,STK11 (6794)_damaging
2,50,loh,TET2 (54790)_damaging
2,50,loh,ARID1A (8289)_damaging
2,50,loh,FAT1 (2195)_damaging
2,50,loh,SMAD4 (4089)_damaging
2,50,loh,RPL22 (6146)_damaging
2,50,loh,SMARCA4 (6597)_damaging
2,50,loh,IGFN1 (91156)_damaging
2,50,loh,MACF1 (23499)_damaging
2,50,loh,MKI67 (4288)_damaging
2,50,loh,APC (324)_damaging
2,50,loh,RPL5 (6125)_damaging
2,50,loh,DDX3X (1654)_damaging
2,50,loh,CTCF (10664)_damaging
2,50,loh,CACNA1E (777)_damaging
2,50,loh,NRAS (4893)_hotspot
2,50,loh,SPATA31H1 (84226)_damaging
2,50,loh,BCOR (54880)_damaging
2,50,loh,ASPM (259266)_damaging
2,50,loh,CREBBP (1387)_damaging
2,50,loh,BRAF (673)_hotspot
2,50,loh,JAKMIP3 (282973)_damaging
2,50,loh,LINC02900 (340073)_damaging
2,50,loh,ASXL1 (171023)_damaging
2,50,loh,PCDH15 (65217)_damaging
2,50,loh,PDS5B (23047)_damaging
2,50,loh,CACNA1S (779)_damaging
2,50,loh,PBRM1 (55193)_damaging
2,50,loh,KIF5A (3798)_damaging
2,50,loh,ZBTB20 (26137)_damaging
2,50,loh,EP300 (2033)_damaging
2,50,loh,RASA1 (5921)_damaging
2,50,loh,XIRP2 (129446)_damaging
2,50,loh,PTEN (5728)_damaging
2,50,loh,VHL (7428)_damaging
2,50,loh,CDKN2A (1029)_damaging
2,50,loh,PPRC1 (23082)_damaging
2,50,loh,NF1 (4763)_damaging
2,50,loh,PKHD1L1 (93035)_damaging
2,50,loh,CTNNB1 (1499)_hotspot
3,5,loh,TP53 (7157)_damaging
3,5,loh,TP53 (7157)_hotspot
3,5,loh,SMAD4 (4089)_damaging
3,5,loh,RB1 (5925)_damaging
3,5,loh,KRAS (3845)_hotspot
3,10,loh,TP53 (7157)_damaging
3,10,loh,TP53 (7157)_hotspot
3,10,loh,SMAD4 (4089)_damaging
3,10,loh,RB1 (5925)_damaging
3,10,loh,KRAS (3845)_hotspot
3,10,loh,NRAS (4893)_hotspot
3,10,loh,NF2 (4771)_damaging
3,10,loh,APC (324)_damaging
3,10,loh,ID3 (3399)_damaging
3,10,loh,ARID1A (8289)_damaging
3,20,loh,TP53 (7157)_damaging
3,20,loh,TP53 (7157)_hotspot
3,20,loh,SMAD4 (4089)_damaging
3,20,loh,RB1 (5925)_damaging
3,20,loh,KRAS (3845)_hotspot
3,20,loh,NRAS (4893)_hotspot
3,20,loh,NF2 (4771)_damaging
3,20,loh,APC (324)_damaging
3,20,loh,ID3 (3399)_damaging
3,20,loh,ARID1A (8289)_damaging
3,20,loh,PITX1 (5307)_damaging
3,20,loh,MUC19 (283463)_damaging
3,20,loh,PDS5B (23047)_damaging
3,20,loh,CREBBP (1387)_damaging
3,20,loh,PTEN (5728)_damaging
3,20,loh,TTN (7273)_damaging
3,20,loh,BRAF (673)_hotspot
3,20,loh,LRP1B (53353)_damaging
3,20,loh,AHNAK2 (113146)_damaging
3,20,loh,STK11 (6794)_damaging
3,50,loh,TP53 (7157)_damaging
3,50,loh,TP53 (7157)_hotspot
3,50,loh,SMAD4 (4089)_damaging
3,50,loh,RB1 (5925)_damaging
3,50,loh,KRAS (3845)_hotspot
3,50,loh,NRAS (4893)_hotspot
3,50,loh,NF2 (4771)_damaging
3,50,loh,APC (324)_damaging
3,50,loh,ID3 (3399)_damaging
3,50,loh,ARID1A (8289)_damaging
3,50,loh,PITX1 (5307)_damaging
3,50,loh,MUC19 (283463)_damaging
3,50,loh,PDS5B (23047)_damaging
3,50,loh,CREBBP (1387)_damaging
3,50,loh,PTEN (5728)_damaging
3,50,loh,TTN (7273)_damaging
3,50,loh,BRAF (673)_hotspot
3,50,loh,LRP1B (53353)_damaging
3,50,loh,AHNAK2 (113146)_damaging
3,50,loh,STK11 (6794)_damaging
3,50,loh,MACF1 (23499)_damaging
3,50,loh,TERT (7015)_hotspot
3,50,loh,MKI67 (4288)_damaging
3,50,loh,C2orf81 (388963)_hotspot
3,50,loh,SPAG8 (26206)_damaging
3,50,loh,BCOR (54880)_damaging
3,50,loh,RPL22 (6146)_damaging
3,50,loh,NF1 (4763)_damaging
3,50,loh,KDM6A (7403)_damaging
3,50,loh,SMARCA4 (6597)_damaging
3,50,loh,RHOA (387)_hotspot
3,50,loh,ADGRL4 (64123)_damaging
3,50,loh,CTCF (10664)_damaging
3,50,loh,KMT2D (8085)_damaging
3,50,loh,DGKH (160851)_damaging
3,50,loh,IGFN1 (91156)_damaging
3,50,loh,KEAP1 (9817)_damaging
3,50,loh,CDKN2A (1029)_damaging
3,50,loh,SYNE1 (23345)_damaging
3,50,loh,USP9X (8239)_damaging
3,50,loh,TET2 (54790)_damaging
3,50,loh,PCDH15 (65217)_damaging
3,50,loh,NFE2L2 (4780)_hotspot
3,50,loh,JAKMIP3 (282973)_damaging
3,50,loh,PKHD1L1 (93035)_damaging
3,50,loh,CUBN (8029)_damaging
3,50,loh,PIK3R1 (5295)_damaging
3,50,loh,RB1 (5925)_hotspot
3,50,loh,SMAD4 (4089)_hotspot
3,50,loh,CDKN2A (1029)_hotspot
4,5,loh,TP53 (7157)_damaging
4,5,loh,TP53 (7157)_hotspot
4,5,loh,RB1 (5925)_damaging
4,5,loh,BRAF (673)_hotspot
4,5,loh,ID3 (3399)_damaging
4,10,loh,TP53 (7157)_damaging
4,10,loh,TP53 (7157)_hotspot
4,10,loh,RB1 (5925)_damaging
4,10,loh,BRAF (673)_hotspot
4,10,loh,ID3 (3399)_damaging
4,10,loh,ARID1A (8289)_damaging
4,10,loh,KRAS (3845)_hotspot
4,10,loh,MUC19 (283463)_damaging
4,10,loh,PITX1 (5307)_damaging
4,10,loh,NRAS (4893)_hotspot
4,20,loh,TP53 (7157)_damaging
4,20,loh,TP53 (7157)_hotspot
4,20,loh,RB1 (5925)_damaging
4,20,loh,BRAF (673)_hotspot
4,20,loh,ID3 (3399)_damaging
4,20,loh,ARID1A (8289)_damaging
4,20,loh,KRAS (3845)_hotspot
4,20,loh,MUC19 (283463)_damaging
4,20,loh,PITX1 (5307)_damaging
4,20,loh,NRAS (4893)_hotspot
4,20,loh,SMARCA4 (6597)_damaging
4,20,loh,NF2 (4771)_damaging
4,20,loh,TET2 (54790)_damaging
4,20,loh,CREBBP (1387)_damaging
4,20,loh,STK11 (6794)_damaging
4,20,loh,LINC02900 (340073)_damaging
4,20,loh,BCOR (54880)_damaging
4,20,loh,PLXNB2 (23654)_damaging
4,20,loh,RPL22 (6146)_damaging
4,20,loh,SMAD4 (4089)_damaging
4,50,loh,TP53 (7157)_damaging
4,50,loh,TP53 (7157)_hotspot
4,50,loh,RB1 (5925)_damaging
4,50,loh,BRAF (673)_hotspot
4,50,loh,ID3 (3399)_damaging
4,50,loh,ARID1A (8289)_damaging
4,50,loh,KRAS (3845)_hotspot
4,50,loh,MUC19 (283463)_damaging
4,50,loh,PITX1 (5307)_damaging
4,50,loh,NRAS (4893)_hotspot
4,50,loh,SMARCA4 (6597)_damaging
4,50,loh,NF2 (4771)_damaging
4,50,loh,TET2 (54790)_damaging
4,50,loh,CREBBP (1387)_damaging
4,50,loh,STK11 (6794)_damaging
4,50,loh,LINC02900 (340073)_damaging
4,50,loh,BCOR (54880)_damaging
4,50,loh,PLXNB2 (23654)_damaging
4,50,loh,RPL22 (6146)_damaging
4,50,loh,SMAD4 (4089)_damaging
4,50,loh,HERC1 (8925)_damaging
4,50,loh,PDS5B (23047)_damaging
4,50,loh,JAKMIP3 (282973)_damaging
4,50,loh,PTEN (5728)_damaging
4,50,loh,MACF1 (23499)_damaging
4,50,loh,DGKH (160851)_damaging
4,50,loh,EP300 (2033)_damaging
4,50,loh,APC (324)_damaging
4,50,loh,ABCA13 (154664)_damaging
4,50,loh,SPATA31H1 (84226)_damaging
4,50,loh,MSH3 (4437)_damaging
4,50,loh,NFE2L2 (4780)_hotspot
4,50,loh,LINC02138 (400558)_damaging
4,50,loh,RPL5 (6125)_damaging
4,50,loh,TERT (7015)_hotspot
4,50,loh,FAT1 (2195)_damaging
4,50,loh,ABCB5 (340273)_damaging
4,50,loh,PIK3R1 (5295)_damaging
4,50,loh,XIRP2 (129446)_damaging
4,50,loh,CCND3 (896)_damaging
4,50,loh,MYH9 (4627)_damaging
4,50,loh,PBRM1 (55193)_damaging
4,50,loh,SCAF4 (57466)_damaging
4,50,loh,AJUBA (84962)_damaging
4,50,loh,TTN (7273)_damaging
4,50,loh,KMT2B (9757)_damaging
4,50,loh,CD36 (948)_damaging
4,50,loh,KMT2D (8085)_damaging
4,50,loh,VHL (7428)_damaging
4,50,loh,RB1 (5925)_hotspot
